Temperature,Stress,Strain,Phase_Transformation
82.32202558909871,296.4401353905788,0.08115184706218832,1
107.27840495586292,5.031847828046665,0.0476083985968232,0
90.41450641074658,237.91309792861136,0.05231559899920758,0
81.73247744953453,354.3851954705243,0.025052058641717858,1
63.548219900835704,21.9877160120453,0.060504301681047236,0
96.88411695999842,439.76074151186504,0.030290480866983507,1
65.63808168940388,260.04070831783656,0.05772840145429821,0
133.76595011731197,15.33052416285896,0.016967811557406988,0
144.5494140751544,112.2068059604201,0.01594690923411588,0
57.51622782386666,476.8378482136565,0.041702974119199356,0
118.75875571239969,291.15986652602766,0.042681951511054084,1
79.33423796293567,53.73628388440227,0.026810926491253908,0
85.20668416408985,143.77225114028076,0.013159685036669,0
138.83949574389916,228.3518129302421,0.003921053921389706,0
10.65540872968304,10.475034633865231,0.0025231827287816146,0
13.069394955231106,205.8077568068794,0.02715502900064757,0
3.0327596160488577,244.72931771734906,0.04618534421619372,0
124.8929768321907,121.8389376406161,0.0726243281306127,0
116.72351264247757,294.3195001459933,0.0474871700714009,1
130.50182223702288,376.6200597960884,0.09040508194352818,1
146.7927513349146,117.91711205281774,0.0035219804575407077,0
119.87378463250855,310.24995013999387,0.018066062154063433,1
69.22190433793978,319.81112148187077,0.03385144927701427,0
117.07937644296833,474.27015056442053,0.05774961880651225,1
17.741163880339982,389.1380836482219,0.08527361578939424,0
95.98815319912858,424.172634895003,0.03502019519565765,1
21.50299311135696,245.20995421813757,0.02679886825044201,0
141.7003375574376,92.67429348969142,0.006188916884289575,0
78.27724826251075,497.9076464798175,0.08213034776981042,1
62.19929099857854,64.67788051934981,0.0379666443206679,0
39.68334181569404,235.7286596771327,0.057155019541693435,0
116.1350534151325,34.0465496210533,0.09835554181712204,0
68.42254983248228,471.92542867540976,0.00015945706042945764,0
85.26509233029728,482.4624704242198,0.014545014069886598,1
2.8184700654532713,359.6945310019868,0.07791109940193555,0
92.64532456138156,174.99642181508446,0.08051274852078379,0
91.8143584083632,127.19120055881217,0.07692471190327554,0
92.54009953121354,132.6516622685237,0.05369988910428293,0
141.56221177719362,63.647012710037366,0.09788569810230562,0
102.27304486552251,262.90447653836145,0.03961845599953206,1
53.9261850860679,70.90863785073876,0.06019436981131124,0
65.55479306990122,158.36533327672814,0.006336900454884831,0
104.64467938908973,313.35323797955243,0.040985744990733874,1
9.033820744390475,363.7718047953749,0.0722500087509922,0
100.01500731685015,12.136352311030606,0.023873884077069932,0
100.59568044272392,215.05799218836995,0.09438275890731485,0
31.557384161076136,326.0622974210695,0.06867833676432891,0
19.338944648227997,426.6229880792564,0.028757538285757146,0
47.31425263862758,237.6623911060412,0.07689989227058563,0
54.55661564139339,484.6029358588426,0.00831647718081091,0
85.52951556268195,132.81627377072363,0.09747744225104565,0
65.79022701934805,6.75435331335944,0.004928525907355852,0
148.25607570888394,241.8764323508681,0.09334558911487184,0
15.30672161220421,128.05689751000898,0.02528538777482612,0
31.331513414225203,411.8588360115847,0.07578241076908905,0
24.196427682749437,116.38633609055604,7.369943310608918e-06,0
97.96624881980976,155.31460914565315,0.025424008917959973,0
37.99374038096732,395.61371550955613,0.074910060664972,0
69.94661592844594,357.57162601268,0.05323360708973223,0
36.66383880024041,279.02561832863125,0.011495214963711487,0
23.84543754682796,352.47403096137975,0.039362974583727534,0
16.55627117464577,209.31843178501325,0.03755493550845426,0
98.44943841979101,2.6550238073339005,0.05681622441809499,0
20.72744270229207,5.677564256096279,0.06679770724602178,0
29.487354252008025,255.61089378684332,0.084083024241225,0
55.30877559914462,41.64548985949962,0.04972313969773726,0
123.14898447719027,25.53774008462839,0.039202171730517016,0
14.56519136895919,482.7583195687367,0.01439765340953817,0
125.69173612482058,429.5013198290293,0.08048229649897223,1
14.41476118409446,76.01361360478475,0.071337040541456,0
146.46891975200936,0.3321092951022453,0.040867739745468534,0
70.29768024715524,470.8338976948782,0.051843230994266944,0
146.51416322855056,139.16264916005716,0.06651828444118889,0
90.7268279617569,92.94880142774875,0.01648055898475378,0
110.88953690974525,345.75405391576766,0.002719779440792025,1
5.878168838148101,54.4518694206631,0.031750369918668545,0
42.42104438646144,132.32479900140015,0.05955850196361631,0
18.029484181975334,487.5473401060232,0.048660609128145876,0
44.42102962832174,319.7313872370051,0.0692554626863127,0
17.809157843136607,260.33889574127676,0.08196898055745352,0
47.6974769090964,198.95930741746886,0.04884424667302759,0
62.1394491772005,387.250477442101,0.013426702371782485,0
9.622124452317655,70.47873826184686,0.08506279997989659,0
103.87081790550297,483.66890101849106,0.05749903272741144,1
84.99021813098628,430.5615040328933,0.07399374807828707,1
39.808423640916814,308.82849128462163,0.07046646536082916,0
78.48720802000496,21.453095201279083,0.09682117713312417,0
14.091076613766251,350.42782472386887,0.029530732233581394,0
86.39197433342689,456.6421704427404,0.07053067727792621,1
139.3944296364321,262.288533739313,0.03656763331259183,1
47.785342867698546,177.11241091363138,0.03954107209186417,0
100.11155699455226,60.138672489734816,0.02305946366587215,0
19.769679360658827,377.45055206878413,0.034401017565085394,0
107.44908061778483,442.5109256059031,0.09482967516582631,1
43.410913942080164,50.12587203792429,0.029257084694760096,0
27.478704301067523,379.492277376171,0.024599060595658674,0
87.97694022151248,8.530243129548754,0.0583137978473822,0
3.016131928124033,483.5274590386098,0.025803595674175464,0
124.34100438260447,307.5290103175481,0.047338572559429505,1
0.7043214288820598,276.2195294958166,0.0834176256556237,0
101.67248051943452,147.9749167944639,0.023040031430717558,0
40.501195978824725,464.6458357848917,0.04266914121839201,0
110.27910331838923,132.95281366839552,0.061048973502003195,0
144.32828176761572,414.0733066083475,0.05456289245734855,1
37.3129715279937,492.554339668566,0.09747232374152373,0
86.42360016267554,391.69832275740293,0.0680370254395195,1
88.80628969077586,259.4949601932159,0.07399462420484398,1
85.837785868631,33.03713192583596,0.09669559479667333,0
33.46224489609275,236.2068945855365,0.041443802522852104,0
142.91235172754776,219.12797348585178,0.03553798150610512,0
67.0688067926441,101.39802059349762,0.004386242976638255,0
126.96130087066918,211.79381835715222,0.018420430651882713,0
104.92189129762565,178.87894204016936,0.023718963205167587,0
44.61554262827005,81.84213057582423,0.01835044670713385,0
122.06967295537159,220.68707166624307,0.07547838931965645,0
59.47586112704769,131.39997816224454,0.05358829812761117,0
132.16547956667424,261.0312103411322,0.06676338014584673,1
87.1909308953788,17.58002985809709,0.08204621608393736,0
132.26030427822792,453.1157098936421,0.02307739412858947,1
103.87973851166488,408.18215275992804,0.032592393982149914,1
108.78814197294608,276.2906662552523,0.07083602670365968,1
75.19865728900534,425.90429137862156,0.03927589459044728,1
143.41254520848358,481.1975369054002,0.002927094010104414,1
96.59852988444561,55.261147026330285,0.043495521902687795,0
63.578257283726956,315.4159042049019,0.09082730864154143,0
90.95898211918865,498.9970004678293,0.04090215115928747,1
2.878979746400029,493.94458466676303,0.0332248916442747,0
45.2362225011824,301.6614961453723,0.09895250829450272,0
99.02603062390276,64.01043522540833,0.06444155642370132,0
